,review,rating
99987,"""I used this pill for about 3 years. It was hard to adjust to at first but then as time went on my body adjusted. My chest went up a cup size which I did not mind. But I gained weight substantially. I noticed my attitude start to change drastically over the past 8 months. I would act like a crazy person for no reason. I would get upset and cry over things I would have never gotten mad about before. I accused my boyfriend of everything and eventually he couldn&#039;t take it and broke up with me because he thought that&#039;s how my personality really was. I was insecure and depressed. I began to think that I was bipolar but it was the birth control pills. I stopped taking them about a month ago and i already feel better. """,1
51346,"""Allergic reaction to Anaprox, this is poison I do not understand how the FDA approved this medication that almost kill me. I do not recommend it because of the dangerous side effects and should be taken out of the market. IT IS POISON AND I ONLY TOOK ONE 559 MG IN THE GENERIC FORM ( NAPROXEN )""",1
75413,"""Have been using Rogaine for a period of 4 months and no change was noticed at all! It was prescribed by my GP in Toronto and really had a strong hope to have my hair regrown! Because it is an ineffective product, I stopped using it!  It is such a waste of time and money!! I have no faith in Rogaine anymore!
I recommend you take your time deciding whether to use it or not before buying it.""",1
142921,"""Terrible!  I was on it 3 days while also on Viibryd and it caused me SEVERE anxiety. I was found to have a compound heterozygous gene mutation and the psychiatrist thought this should help. Wrong. I also found out through the gene test I cannot take SSRI&#039;s. Viibryd is a hydrid SSRI. The combination was bad news for me and I had to stop the AD cold turkey bc the blast of Deplin apparently caused me serotonin overload. 

Still struggling 4 weeks later. From what I&#039;ve researched, l-methyl folate should be started at SMALL doses, like 400mg, NOT 15mg (Deplin).... Lord!""",1
88908,"""The worst thing that ever happened to me!! I hate this type of contraception ! I had my baby in June, so I was bleeding for about a month and a half, then I decided to get this depo injection, which was the biggest mistake ever! So after one week after injection was done I started to bleed (again), already for 2weeks. I am feeling dizzy, weak, anxious, depressed and ligh headed! Waiting for my blood test results, to see if I am not aneamic.. Because after giving birth usually women&#039;s are bleeding and already loosing some blood, and now this terrible  injection just made it worse. However my doc prescribed me some drugs to stop bleeding, it calls tranexamic acid 500mg, so I am taking these tablets, it&#039;s already third day but still the same""",1
116918,"""Had a bronchoscopy where Succinlycholine was used in the Anesthesia and felt fine when I left the hospital.  In the early evening I began to experience stiffness the started in my neck but by 10:00 it had spread to all of my muscles.  My arms, thighs, calfs, glutes, stomach, back and ribs all were extremely sore to the point that I could barely move.  Never had such extreme soreness and it actually wakes me up at night.  This has nothing to do with how you were positioned on the table but is a reaction, or side effect, of the Succinlycholine.  Strongly urge you to use something else.""",1
15686,"""Worst pain in the world. I used only one applicator from the monistat 7 pack and it burns like hell. The need to want to take it all out and rip off my area. Im in tears over the burning. Is it supposed to do that ? 
Is there a way of soothing that burning sensation from the treatment.?
Totally not a happy camper .""",1
100358,"""Tried one application and immediately I had pain and burning.  I tried squeezing it out as much as I could but it&#039;s been an hour and I&#039;m still in pain. This was not what I was expecting to have happen and I&#039;ll never try it again!""",1
26345,"""This medicine is horrible! I&#039;m an average 20 year old that doesn&#039;t drink, smoke or do drugs. I&#039;ve had anxiety since HS, and only recently realized it. I thought a &quot;magic&quot; pill would make my anxiety disappear, boy was I wrong. My doc prescribed me to take the 37.5 mg dose for like 5 days, then get a refill for 75 mg. The 75 mg gave me bad headaches everyday. I let her know and she prescribed me just to take the 37.5 mg, and stressed to never miss a dose. I followed what she said and I felt OK on the 37.5 mg until I started to notice hair thinning and loss! I have a head full of thick hair, never experienced hair loss in my life! The doc lied said it&#039;s just the anxiety. Lies! I weaned myself off after 3 months, withdrawals are the worst.""",1
125805,"""Dr precribed Linzess 290 for a 108 lb woman! 
Took it apart and lowered the dosage the first time and had horrible diarrhea, took it again with an even lower dose to see if that would help...now I have lower intestinal burning and pain???
Lower back and pelvic area are on fire? ??
Anyone else experience this!
(Apparently I can&#039;t do Linzess )""",1
43859,"""I had pneumonia &amp; had been sick for 2 weeks. The Dr. had prescribed another antibiotic &amp; steroids first.  When I wasn&#039;t better, the Dr. prescribed Levaquin. The first day was ok, just really tired. The second day I started having joint pain &amp; my ribs were really hurting (not from coughing)&amp; still really exhausted. By the third day I could barely walk because of my knees being so swollen &amp; painful &amp; hard to breathe because of the rib pain. Called the Dr. &amp; he said to get off of it &amp; come in for blood tests. I have been off of it for almost 2 weeks &amp; still can barely walk &amp; the ribs are still really sore. After reading the rest of the stories, it makes me very angry that this drug and it&#039;s family is still out there to harm people. RIDICULOUS!""",1
